category,subcategory0,subcategory1,base_query,similar_queries
1,b2c,bekleidung,abikleider,"['abikleider', 'abikleid', 'abi kleider', 'abi kleid', 'abikleider lang', 'abikleid lang', 'abikleid rot', 'abikleid kurz', 'abikleid kaufen', 'abikleider kaufen', 'abikleid blau', 'abi kleider lang', 'abikleider kurz', 'abikleid schwarz', 'abi kleid blau', 'abi kleid kurz', 'abi kleid lang', 'abi kleid rot', 'abi kleider blau', 'abi kleider kurz', 'abi kleider rot', 'abikleid dunkelblau', 'abikleid grau', 'abikleid hellblau', 'abikleid online', 'abikleid rosa', 'abikleid rot lang', 'abikleider blau', 'abikleider online', 'abikleider rot', 'abikleider schwarz', 'amazon abikleid', 'amazon abikleider', 'ausgefallene abikleider', 'blaues abikleid', 'dein abikleid', 'grünes abikleid', 'günstige abikleider', 'kurze abikleider', 'kurzes abikleid', 'lange abi kleider', 'lange abikleider', 'langes abikleid', 'mein abikleid', 'otto abikleider', 'peek und cloppenburg abikleider', 'rosa abikleid', 'rotes abikleid', 'schwarzes abikleid', 'schöne abi kleider', 'schöne abikleider', 'sexy abikleider', 'weißes abikleid', 'zalando abikleid', 'zalando abikleider']"
1,b2c,bekleidung,adidas samba,"['adidas samba', 'adidas samba og', 'adidas samba damen', 'samba og', 'adidas samba weiß', 'adidas samba vegan', 'adidas sambarose', 'adidas velosamba', 'adidas samba schwarz', 'adidas samba og white', 'velosamba', 'b75806', 'samba adidas damen', 'adidas samba adv', 'adidas samba 38', 'samba og adidas', 'samba vegan', 'adidas samba 39', 'sambarose adidas', 'adidas originals samba', 'adidas samba grün', 'b75807', 'adidas samba rose', 'adidas samba original', 'sambarose', 'adidas samba sporty and rich', 'adidas samba pink', 'velosamba adidas', 'adidas samba blau', 'adidas samba weiss', 'adidas samba 37', 'adidas samba 40', 'adidas samba beige', 'adidas originals samba og', 'adidas samba damen weiß', 'adidas samba sale', 'samba sporty and rich', 'adidas samba schwarz damen', 'adidas samba 38 2 3', 'adidas samba 36', 'adidas samba 39 1 3', 'adidas samba super', 'samba weiß', 'adidas samba og weiß', 'adidas samba og damen', 'adidas samba damen schwarz', 'adidas samba cloud white', 'adidas samba 37 1 3', 'adidas samba spezial', 'samba schwarz', 'adidas samba orange', 'adidas samba sneaker', 'samba adidas weiß', 'samba vegan adidas', 'samba schuhe', 'samba sneaker', 'adidas samba damen 38', 'adidas samba rot', 'puma samba', 'adidas samba og cloud white', 'adidas samba og schwarz', 'samba adidas og', 'adidas samba 40 2 3', 'samba adidas 38', 'samba classic adidas', 'adidas samba weiß 38', 'sporty & rich adidas', 'adidas samba 41', 'adidas samba gazelle', 'adidas schuhe samba', 'adidas samba damen 39', 'adidas samba 36 2 3', 'adidas samba super suede', 'samba og weiß', 'samba adidas schwarz', 'adidas samba grau', 'samba weiss', 'adidas gucci samba', 'adidas samba 42', 'samba original', 'adidas samba kaufen', 'adidas samba weiß 39', 'adidas samba vintage', 'samba spezial', 'samba adidas 39', 'adidas samba rosa', 'adidas samba braun', 'adidas samba real madrid', 'adidas samba zalando', 'adidas samba 44', 'adidas samba 38 damen', 'adidas samba gelb', 'adidas samba schuhe', 'adidas samba pharrell williams', 'adidas samba frauen', 'samba adidas vegan', 'adidas samba vegan weiß', 'adidas samba handball spezial', 'adidas samba 43', 'adidas sambarose damen', 'adidas samba 41 1 3', 'adidas samba damen sale', 'samba sneaker damen', 'samba cloud white', 'adidas samba og 38', 'adidas samba schwarz 38', 'adidas samba damen 40', 'adidas samba weiß 40', 'adidas b75806', 'samba leather', 'adidas samba rm', 'samba schuhe damen', 'adidas samba hellblau', 'adidas samba ajax', 'adidas samba 35', 'adidas performance samba', 'adidas samba damen 38 2 3', 'adidas samba damen 37', 'adidas samba schwarz 39', 'samba blau', 'samba super suede', 'adidas samba weiß grün', 'samba adidas 37', 'samba adidas damen weiß', 'samba hallenschuhe', 'adidas samba bunt', 'adidas samba dunkelblau', 'adidas samba royal blue', 'adidas samba hallenschuh', 'adidas samba indoor', 'adidas sneaker samba damen', 'adidas samba blau damen', 'adidas samba 46', 'adidas samba damen grün', 'adidas samba gr 38', 'adidas samba wildleder', 'adidas samba rich and sporty', 'adidas samba cloud white core black gum', 'samba adidas 40', 'adidas samba velo', 'adidas samba vegan damen', 'samba humanrace', 'adidas samba boot', 'adidas samba og vegan', 'adidas samba 44 2 3', 'samba og schwarz', 'samba dill', 'adidas samba core black', 'adidas the velosamba', 'adidas samba decathlon', 'adidas samba skateboarding', 'amazon adidas samba', 'adidas samba gr 39', 'samba adidas grün', 'adidas samba og grün', 'samba 38 2 3', 'adidas samba weiß 38 2 3', 'adidas samba schwarz 40', 'adidas schuhe samba damen', 'adidas 019000', 'adidas samba og 39', 'adidas samba 45', 'adidas samba og sporty & rich', 'adidas samba 43 1 3', 'adidas samba unisex', 'samba adidas 36', 'adidas samba og core black', 'adidas samba grün weiß', 'samba pharrell williams', 'adidas sneaker damen samba', 'adidas 772109', 'samba velo', 'adidas samba gr 40', 'adidas samba vegan 38', 'adidas samba og 40', 'samba og 38', 'adidas damen samba', 'adidas samba online', 'adidas samba snipes', 'adidas samba weiß 39 1 3', 'adidas samba vegan schwarz', 'adidas samba weiss damen', 'snipes adidas samba', 'adidas samba damen blau', 'adidas samba og 39 1 3', 'samba adidas pink', 'adidas samba weiß 37', 'adidas samba futsal', 'adidas samba leder', 'adidas samba 42 2 3', 'samba damen weiß', 'adidas samba weiß 40 2 3', 'adidas samba sneaker damen', 'adidas samba damen beige', 'adidas skateboarding samba adv', 'adidas originals samba damen', 'adidas samba white 38', 'adidas samba grün damen', 'adidas samba fußballschuhe', 'adidas samba boost', 'samba og sporty & rich', 'samba adidas beige', 'adidas samba 38.5', 'adidas samba 37.5', 'samba adidas classic', 'samba damen adidas', 'sneaker samba', 'adidas samba 45 1 3', 'the velosamba', 'zalando samba', 'adidas samba x sporty and rich', 'adidas b75807', 'samba adidas blau', 'adidas samba humanrace', 'adidas sambarose valentine', 'adidas samba damen weiss', 'adidas schuhe damen samba', 'adidas sambarose schwarz', 'samba rm', 'sneakers samba adidas', 'samba adv adidas', 'adidas samba team', 'adidas samba schwarz grau', 'adidas samba beige suede', 'adidas samba high', 'samba ajax', 'adidas samba weiß 42', 'adidas samba b75806', 'samba adidas weiss', 'sneakers adidas samba', 'adidas samba 019000', 'samba fußballschuhe', 'adidas samba retro', 'sporty & rich adidas samba', 'samba 019000', 'adidas samba schwarz weiß', 'samba turnschuhe', 'adidas samba 38 weiß', 'adidas sambarose w', 'adidas samba 48', 'adidas samba 2023', 'samba schuhe adidas', 'adidas iannucci', 'samba adidas damen schwarz', 'adidas samba og 37', 'adidas samba about you', 'samba sporty rich', 'adidas samba sporty rich', 'adidas samba 46 2 3', 'adidas samba classic damen', 'adidas originals sambarose', 'adidas samba schwarz 37', 'adidas samba vegan 39', 'samba spezial adidas', 'adidas samba lila', 'adidas samba gold', 'adidas samba schuhe damen', 'adidas samba lt', 'adidas samba white 39', 'adidas samba gr 37', 'damen adidas samba', 'gazelle samba adidas', 'adidas samba 772109', 'b75806 adidas', 'schwarze adidas samba', 'adidas samba grau damen', 'adidas samba weiß schwarz', 'adidas samba og 36', 'sambas damen', 'adidas samba special', 'samba og grün', 'adidas samba og beige', 'adidas samba männer', 'samba og 39', 'samba gazelle adidas', 'adidas samba juventus', 'adidas samba og b75806', 'adidas samba og weiss', 'adidas samba 47', 'samba adv skateschuh', 'adidas samba primeknit', 'samba turnschuhe damen', 'adidas samba 34', 'adidas samba classic schwarz', 'adidas samba low', 'adidas samba 39 weiß', 'samba boots adidas', 'adidas samba beige damen', 'adidas samba vegan 40', 'samba core black', 'adidas samba classic j', 'adidas samba sporty & rich', 'adidas samba black 38', 'weiße adidas samba', 'samba adidas schuhe', 'adidas samba intersport', 'samba adidas orange', 'adidas samba black 39', 'adidas velosamba damen', 'adidas samba white damen', 'adidas samba creme', 'adidas samba 2022', 'h01877 adidas', 'adidas samba rot weiß', 'adidas samba damen rosa', 'adidas samba classic og', 'samba skate', 'adidas samba 47 1 3', 'adidas samba dunkelgrün', 'adidas samba weiß blau', 'adidas samba damen rot', 'adidas samba og w', 'adidas gino iannucci', 'adidas samba weiss 39', 'adidas samba handball', 'adidas samba weiß rot', 'adidas samba weiß 36', 'adidas samba idealo', 'adidas samba iannucci', 'adidas samba damen weiß schwarz', 'adidas unisex erwachsene samba sneaker', 'samba pink adidas', 'adidas 250 samba', 'samba og sneaker adidas', 'adidas samba weiß 41', 'zalando samba adidas', 'samba weiss leder', 'adidas sambas grün', 'adidas samba damen wildleder', 'adidas samba weiß leder', 'adidas originals samba super suede', 'samba schwarz 39', 'adidas samba boot w', 'adidas samba 35.5', 'adidas samba weiß vegan', 'adidas samba weiß og', 'samba adidas 41', 'adidas samba grün gelb', 'adidas samba rot damen', 'adidas samba weiß 44', 'adidas samba irak', 'adidas samba leder damen', 'samba adidas frauen', 'about you adidas samba', 'adidas samba gr 36', 'adidas samba hallenschuh leder schwarz weiss', 'samba adidas rot', 'adidas samba original schwarz', 'adidas samba adidas', 'adidas samba pl', 'intersport adidas samba', 'adidas samba asphaltgold', 'adidas spezial samba', 'adidas samba 48 2 3', 'adidas samba damen pink', 'adidas samba vegan 38 2 3', 'samba adidas rosa', 'adidas sambarose weiß', 'adidas samba spezial damen', 'weiße samba adidas', 'adidas samba fc bayern', 'samba boot', 'ig2339', 'adidas samba 49 1 3', 'adidas samba original weiß', 'samba adidas zalando', 'adidas samba stiefel', 'adidas originals sneaker samba', 'adidas samba olive green', 'adidas samba white 40', 'adidas samba vegan 37', 'samba adidas 42', 'adidas samba og ft', 'samba adidas sneaker', 'adidas samba damen vegan', 'adidas samba velosamba', 'adidas originals samba sneaker low', 'samba schuhe weiß', 'adidas retro samba', 'samba weiß grün', 'samba schuhe schwarz', 'adidas samba blau weiß', 'sambarose adidas damen', 'samba schwarz weiß', 'adidas sambas spezial', 'adidas samba rm boost', 'adidas samba schwarz 42', 'samba weiß adidas', 'samba adidas 35', 'adidas samba online shop', 'adidas samba x', 'samba adidas 44', 'adidas samba nl', 'adidas samba schwarz wildleder', 'adidas schuhe samba weiß', 'samba vegan schwarz', 'adidas schwarz samba', 'samba sporty & rich', 'adidas schuhe samba schwarz', 'adidas samba bob marley', 'adidas samba otto', 'adidas samba golfschuhe', 'adidas samba superstar', 'adidas samba star wars', 'menthol samba adidas', 'adidas samba bestellen', 'hallenschuhe samba', 'adidas samba white 37', 'adidas samba green yellow', 'adidas samba weiß 44 2 3', 'adidas samba weiß grün damen', 'sambarose schwarz', 'adidas samba og b75807', 'adidas samba damen grau', 'adidas samba weiß 43', 'adidas samba menthol', 'adidas samba de', 'adidas samba 49', 'adidas samba weiss grün', 'adidas samba schwarz 41', 'beige samba adidas', 'adidas samba manchester', 'adidas samba angebot', 'samba rosa adidas', 'samba velosamba', 'adidas samba 250', 'sneaker adidas samba damen', 'samba classic og', 'b75806 samba og', 'adidas samba weiß 43 1 3', 'adidas samba og 42', 'adidas samba full black', 'adidas hallenschuhe samba', 'adidas samba preisvergleich', 'adidas samba adv weiß', 'adidas samba khaki', 'adidas samba schwarz vegan', 'samba 44 2 3', 'gy6940', 'samba schwarz adidas', 'adidas samba polska', 'adidas samba 38 schwarz', 'otto adidas samba', 'adidas samba og weiß grün', 'foot locker samba adidas', 'samba hallenschuhe schwarz', 'adidas samba camel', 'adidas samba w', 'adidas samba sambarose', 'samba rot adidas', 'samba classic in', 'adidas samba deichmann', 'adidas samba vegan zalando', 'adidas originals samba weiß', 'adidas samba wildleder schwarz', 'adidas superstar samba', 'adidas samba damen braun', 'samba velo adidas', 'samba vintage', 'adidas samba weiß 46', 'adidas samba x pharrell williams', 'samba super suede adidas', 'adidas turnschuhe samba', 'adidas samba weiss rot', 'samba vegan 38', 'hp7903', 'adidas samba turnschuhe', 'samba adidas grau', 'adidas samba schwarz 44', 'intersport samba', 'adidas samba weiß unisex', '019000 adidas', 'adidas samba purple haze', 'samba fahrradschuhe', 'adidas samba silber', 'adidas samba spezial schwarz', 'samba og b75806', 'adidas handball samba', 'adidas samba blau gelb', 'adidas samba campus', 'b75807 samba og', 'sambarose w', 'adidas samba j', 'adidas samba schwarz gelb', 'adidas fußballschuhe samba', 'adidas samba boba fett', 'adidas samba blau orange', 'adidas samba skateboard', 'adidas samba og blau', 'samba recon lt', 'adidas samba shop', 'samba golf adidas', 'adidas samba 2', 'adidas sambarose rosa', 'adidas samba og grau', 'black friday adidas samba', 'adidas schuhe samba männer', 'idealo adidas samba', 'samba stiefel adidas', 'samba blau adidas', 'adidas samba og 44', 'samba weiß schwarz', 'adidas samba 28', 'adidas samba b75807', 'adidas samba schwarz leder', 'adidas samba gr 41', 'adidas samba adv gw3159', 'samba juventus', 'samba wildleder', 'samba classic weiß', 'samba og adidas originals', 'adidas samba og rot', 'adidas samba 33', 'samba von adidas', 'adidas samba recon lt', 'adidas samba bayern', 'adidas samba recon', 'adidas samba weiß beige', 'samba sneaker low', 'adidas universal vs samba', 'adidas samba schwarz 36', 'adidas samba limited', 'adidas samba ähnlich', 'samba adidas braun', 'adidas samba spezial blau', 'adidas samba og zalando', 'menthol sambas adidas', 'deichmann adidas samba', 'samba adidas hallenschuhe', 'adidas samba h01877', 'adidas samba grau schwarz', 'samba weiss adidas', 'retro samba adidas', 'schuhe samba', 'adidas samba braun beige', 'adidas samba sb', 'adidas samba classic weiß', 'adidas samba pink blau', 'adidas samba rich', 'samba sportschuhe', 'adidas samba grün rot', 'adidas samba damen zalando', 'adidas samba weiß 42 2 3', 'adidas samba passform', 'samba 43 1 3', 'adidas samba rose pink', 'sambarose damen', 'adidas sambarose beige', 'samba adidas 43', 'adidas samba universal', 'adidas samba white beige', 'adidas samba velour', 'adidas originals samba rm', 'spezial samba', 'adidas samba jjjjound', 'adidas samba 25', 'turnschuhe samba', 'samba adidas spezial', 'adidas samba hoch', 'adidas samba neu', 'samba team adidas', 'samba stiefel', 'adidas velosamba kaufen', 'samba boost adidas', 'samba adidas 46', 'adidas samba weiß 45 1 3', 'adidas samba 420', 'adidas samba sportscheck', 'adidas samba sport', 'adidas samba 26', 'adidas samba gr 42', 'adidas samba sonderedition', 'adidas sambarose damen weiß', 'samba grau adidas', 'adidas copa mundial samba', 'samba vegan weiß', 'adidas samba 27', 'adidas 420 purple haze', 'adidas copa samba', 'adidas damen sambarose', 'adidas damen sambarose sneaker', 'adidas damen schuhe samba', 'adidas de samba', 'adidas ee5451', 'adidas fahrradschuhe samba', 'adidas futsal samba', 'adidas g17100', 'adidas g17102', 'adidas gy6612', 'adidas gy6940', 'adidas gz4730', 'adidas gz8106', 'adidas h01878', 'adidas hp7901', 'adidas hp7902', 'adidas hp7905', 'adidas hq7037', 'adidas kinderschuhe samba', 'adidas klickschuhe samba', 'adidas mi samba', 'adidas originals samba og ft', 'adidas originals samba sneaker', 'adidas originals sambarose sneaker', 'adidas originals sambarose w', 'adidas originals sneaker sambarose w weiß', 'adidas purple haze', 'adidas rosa samba', 'adidas s4m3a rm', 'adidas s4m3a white', 'adidas sam3a', 'adidas samba 10 5', 'adidas samba 19000', 'adidas samba 1949', 'adidas samba 1950', 'adidas samba 1980', 'adidas samba 2008', 'adidas samba 2018', 'adidas samba 2021', 'adidas samba 23', 'adidas samba 24', 'adidas samba 29', 'adidas samba 30', 'adidas samba 31', 'adidas samba 32', 'adidas samba 36 5', 'adidas samba 37 5', 'adidas samba 38 5', 'adidas samba 39 5', 'adidas samba 40 5', 'adidas samba 42 5', 'adidas samba 42.5', 'adidas samba 44 2 3 preisvergleich', 'adidas samba 44 5', 'adidas samba 5 5', 'adidas samba 50', 'adidas samba 62', 'adidas samba 7 5', 'adidas samba 80er', 'adidas samba 9 5', 'adidas samba adv skateboarding', 'adidas samba ajax bob marley', 'adidas samba as 250', 'adidas samba asap rocky', 'adidas samba atmos', 'adidas samba beckenbauer', 'adidas samba billig', 'adidas samba blau grün', 'adidas samba blau hellblau', 'adidas samba blau pink', 'adidas samba blau rot', 'adidas samba blau wildleder', 'adidas samba blaues label', 'adidas samba bob marley ajax', 'adidas samba boost rm', 'adidas samba boot w gz8107', 'adidas samba boots beige', 'adidas samba boots damen', 'adidas samba bordo', 'adidas samba braun blau', 'adidas samba braun gelb', 'adidas samba braun orange', 'adidas samba braun weiß', 'adidas samba braun wildleder', 'adidas samba bw', 'adidas samba casual', 'adidas samba classic hallenschuhe', 'adidas samba cord', 'adidas samba damen schuhe', 'adidas samba damen silber', 'adidas samba damen weiß blau', 'adidas samba damen weiß gold', 'adidas samba def jam', 'adidas samba dk', 'adidas samba echtleder', 'adidas samba erscheinungsjahr', 'adidas samba fahrradschuhe', 'adidas samba fr', 'adidas samba full white', 'adidas samba fussballschuhe', 'adidas samba für damen', 'adidas samba g17100', 'adidas samba g17102', 'adidas samba g19000', 'adidas samba galeria', 'adidas samba gelb blau', 'adidas samba gelb schwarz', 'adidas samba gore tex', 'adidas samba gr 35', 'adidas samba gr 43', 'adidas samba gr 44', 'adidas samba gr 45', 'adidas samba gr 46', 'adidas samba gr 48', 'adidas samba gr 49', 'adidas samba grau blau', 'adidas samba grau weiß', 'adidas samba green orange', 'adidas samba green red', 'adidas samba gruen', 'adidas samba grün orange', 'adidas samba grün schwarz', 'adidas samba hallenschuh schwarz', 'adidas samba hallenschuhe weiß', 'adidas samba herrenschuhe', 'adidas samba hooligans', 'adidas samba hu', 'adidas samba in', 'adidas samba in schwarz', 'adidas samba irak 2022', 'adidas samba ivy park', 'adidas samba jamaica', 'adidas samba juve', 'adidas samba kunstleder', 'adidas samba kunstrasen', 'adidas samba leder oder kunstleder', 'adidas samba leo', 'adidas samba leopard', 'adidas samba lila orange', 'adidas samba lone star', 'adidas samba look', 'adidas samba maite adv', 'adidas samba mesh', 'adidas samba mid', 'adidas samba mig', 'adidas samba mint', 'adidas samba neighborhood', 'adidas samba nua', 'adidas samba oder spezial', 'adidas samba og 420 purple haze', 'adidas samba og 43', 'adidas samba og 43 1 3', 'adidas samba og 44 2 3', 'adidas samba og 45 1 3', 'adidas samba og ajax', 'adidas samba og braun', 'adidas samba og collegiate purple', 'adidas samba og ft white', 'adidas samba og grey three', 'adidas samba og j', 'adidas samba og lc', 'adidas samba og mig', 'adidas samba og purple', 'adidas samba og purple haze', 'adidas samba og relay', 'adidas samba og schuhe', 'adidas samba og trainers white royal', 'adidas samba og w relay', 'adidas samba og weiß blau', 'adidas samba old', 'adidas samba oliv', 'adidas samba original vs classic', 'adidas samba outdoor', 'adidas samba oyster', 'adidas samba performance vs original', 'adidas samba petrol', 'adidas samba pink blue', 'adidas samba pk sock', 'adidas samba preis', 'adidas samba primeknit sock', 'adidas samba purple orange', 'adidas samba real', 'adidas samba reduziert', 'adidas samba reggae', 'adidas samba relay', 'adidas samba rm black', 'adidas samba rm black cyan', 'adidas samba rm weiß', 'adidas samba rm white', 'adidas samba rosa damen', 'adidas samba rose damen', 'adidas samba rose gold', 'adidas samba rose original', 'adidas samba rose rosa', 'adidas samba rose schwarz', 'adidas samba rose sneaker', 'adidas samba rose weiss', 'adidas samba ross', 'adidas samba rot blau', 'adidas samba rot gelb', 'adidas samba rot schwarz', 'adidas samba round two sport', 'adidas samba s4m3a', 'adidas samba sarlacc', 'adidas samba schuhe schwarz', 'adidas samba schwarz 42 2 3', 'adidas samba schwarz 43', 'adidas samba schwarz 44 2 3', 'adidas samba schwarz 45', 'adidas samba schwarz 45 1 3', 'adidas samba schwarz 46', 'adidas samba schwarz blau', 'adidas samba schwarz gold', 'adidas samba schwarz grün', 'adidas samba schwarz orange', 'adidas samba schwarz rot', 'adidas samba schwarz schwarz', 'adidas samba schwarz sneaker', 'adidas samba seit wann', 'adidas samba shopee', 'adidas samba shorts', 'adidas samba sneaker für damen weiß', 'adidas samba sneaker high', 'adidas samba sneaker low', 'adidas samba sneaker weiß', 'adidas samba sns', 'adidas samba spezial grau', 'adidas samba spezial grün', 'adidas samba sportschuh', 'adidas samba stiefel damen', 'adidas samba super suede blue', 'adidas samba super trainspotting', 'adidas samba super weiß', 'adidas samba tatort', 'adidas samba tricolore', 'adidas samba ua', 'adidas samba ultraboost', 'adidas samba ultras', 'adidas samba vegan kaufen', 'adidas samba vegan sneaker', 'adidas samba violett', 'adidas samba vogue', 'adidas samba wb', 'adidas samba weiss 44', 'adidas samba weiss orange', 'adidas samba weiß 45', 'adidas samba weiß blau rot', 'adidas samba weiß braun', 'adidas samba weiß gold', 'adidas samba weiß rosa', 'adidas samba weiß silber', 'adidas samba wildleder blau', 'adidas samba winter', 'adidas samba wm special', 'adidas samba x irak', 'adidas samba x jonah hill', 'adidas samba x palace', 'adidas samba x star wars', 'adidas samba x stone island', 'adidas sambarose 37 1 3', 'adidas sambarose 38 2 3', 'adidas sambarose 39', 'adidas sambarose 40', 'adidas sambarose 41', 'adidas sambarose 42', 'adidas sambarose 43', 'adidas sambarose 44', 'adidas sambarose amazon', 'adidas sambarose blau', 'adidas sambarose damen rosa', 'adidas sambarose damen schwarz', 'adidas sambarose grau', 'adidas sambarose grün', 'adidas sambarose leopard', 'adidas sambarose lila', 'adidas sambarose rot', 'adidas sambarose schwarz damen', 'adidas sambarose schwarz weiß', 'adidas sambarose sneaker', 'adidas sambarose w black', 'adidas sambarose weiss', 'adidas sambarose weiß pink', 'adidas sambarose weiß rosa', 'adidas sambarose weiß schwarz', 'adidas sambarose wildleder', 'adidas sambas braun', 'adidas sarlacc', 'adidas sb samba', 'adidas schnürboots samba', 'adidas schuhe damen sambarose', 'adidas schuhe samba blau', 'adidas schuhe samba grün', 'adidas schuhe samba original', 'adidas schuhe samba rot', 'adidas schuhe sambarose', 'adidas sneaker damen sambarose', 'adidas sneaker samba schwarz', 'adidas sneaker sambarose', 'adidas sportschuh samba', 'adidas turnschuhe samba weiß', 'adidas universal samba', 'adidas valco samba', 'adidas x pharrell williams humanrace samba', 'adidas x wales bonner samba sneaker in cream white', 'amazon adidas samba damen', 'amazon adidas sambarose', 'amazon sambarose', 'asap rocky adidas samba', 'bella hadid adidas spezial', 'blau adidas samba', 'bz0057 adidas', 'core samba', 'decathlon samba adidas', 'ebay samba adidas', 'ee6520', 'ef6551', 'f50 samba', 'fussballschuhe samba', 'fußballschuhe adidas samba', 'fv8226', 'fx7517', 'g17100 samba', 'gx2913', 'gz8108', 'gz8346', 'görtz adidas samba', 'hallenfußballschuhe adidas samba', 'ho1877', 'hp7898', 'hp7901', 'intersport samba adidas', 'preisvergleich adidas samba', 'sam super suede', 'samba 42 2 3', 'samba 420 adidas', 'samba adidas 2022', 'samba adidas bob marley', 'samba adidas futsal', 'samba adidas gold', 'samba adidas lila', 'samba adidas real madrid', 'samba adidas vegan white', 'samba adidas vintage', 'samba ajax bob marley', 'samba blau weiß', 'samba bob marley adidas', 'samba boot w', 'samba boot w gz8107', 'samba full black', 'samba futsal adidas', 'samba golfschuhe', 'samba gr 39', 'samba grün adidas', 'samba grün schuhe adidas', 'samba hallenschuh weiß', 'samba hallenschuhe weiss', 'samba irak 2022', 'samba kinderschuhe', 'samba maite adidas', 'samba og ajax', 'samba og ft', 'samba og j', 'samba og sporty&rich', 'samba rm adidas', 'samba rm black', 'samba rm white', 'samba rose sneaker adidas', 'samba rose w', 'samba schuhe blau', 'samba sneaker high', 'samba spezial blau', 'samba spezial grau', 'samba spezial grün', 'samba turnschuhe adidas', 'samba vegan weiss', 'samba vintage adidas', 'samba weiß blau', 'samba x pharrell williams', 'samba x stone island', 'sambarose 38', 'sambarose 39', 'sambarose adidas beige', 'sambarose adidas schwarz', 'sambarose adidas weiss', 'sambarose beige', 'sambarose damen weiß', 'sambarose rosa', 'sambarose rot', 'sambarose schuhe', 'sambarose schuhe adidas', 'sambarose sneaker', 'sambarose sneaker low', 'sambarose w adidas', 'sambarose weiss', 'sambarose weiß', 'sambas von adidas', 'sambaschuhe', 'sarlacc pit samba', 'schwarz adidas samba', 'seit wann gibt es adidas samba', 'skinhead adidas samba', 'sneaker sambarose', 'sneakers adidas samba vintage', 'superstar samba', 'the velosamba adidas', 'three little birds samba', 'turnschuhe adidas samba', 'velosamba rot', 'vogue adidas samba', 'zamba schuhe']"
1,b2c,bekleidung,jeans damen,"['jeans damen', 'levis jeans damen', 'jeggings damen', 'gang jeans damen', 'boyfriend jeans damen', 'baggy jeans damen', 'mac jeans damen', 'herrlicher jeans', 'levis 501 damen', 'buena vista jeans', 'pepe jeans damen', 'herrlicher jeans damen', 'only jeans damen', 'g star jeans damen', 'damen jeans', 'thermojeans damen', 'jeanshemd damen', 'mom jeans damen', 'mac hosen damen', 'bootcut jeans damen', '7 8 jeans damen', 'schwarze jeans damen', 'weiße jeans damen', 'jeanshosen damen', 'mac dream jeans', 'ltb jeans damen', 'brax jeans damen', 'only hosen', 'weite jeans damen', 'armedangels jeans', 'diesel jeans damen', 'closed jeans damen', 'skinny jeans damen', 'mavi jeans damen', 'only carmakoma jeans', 'stretch jeans damen', 'tommy hilfiger jeans damen', 'jeans overall damen', 'kurze jeans damen', 'buena vista hosen', 'high waist jeans damen', 'mac dream skinny', 'tommy hilfiger sandalen', 'cambio jeans damen', 'capri jeans damen', 'jeansshorts damen', 'damenjeans', 'jeansweste damen', 'gang jeans damen sale', 'cargo jeans damen', 'sommerjeans damen', 'replay jeans damen', 'esprit jeans', 'calvin klein jeans damen', 'jeans damen high waist', 'jeans mit schlitz', 'marco polo jeans damen', 'tommy hilfiger daunenjacke damen', 'schlaghose jeans', 'cecil jeans', 'graue jeans damen', 'jeans latzhose damen', 'hilfiger jeans damen', 'jeans bermuda damen', 'wrangler jeans damen', 'wide leg jeans damen', 'zerres hosen', 'schlupfjeans damen', 'mustang jeans damen', 'weisse jeans', 'pepe jeans venus', 'low waist jeans damen', 'esprit jeans damen', 'lee jeans damen', 'mac hose damen', 'tom tailor alexa straight', 'g star lynn mid skinny', 'trachtenjeans damen', 'damen jeans kurzgrößen', 'opus jeans', 'jeans mit gummizug', 'gefütterte jeans damen', 'jeans weiß', 'marco polo jeans', 'destroyed jeans damen', 'goldgarn jeans damen', 'gang jeans amelie', 'flared jeans damen']"
1,b2c,bekleidung,jeans herren,"['jeans herren', 'baggy jeans herren', 'levis 501 herren', 'herren jeans', 'diesel jeans herren', 'g star jeans herren', 'tommy hilfiger jacke herren', ""levi's jeans herren"", 'jeans hosen herren', 'boss jeans herren', 'levis 511 herren', 'wrangler jeans herren', 'brax jeans herren', 'replay jeans herren', 'jeans shorts herren', 'kurze jeans herren', 'schwarze jeans herren', 'pepe jeans herren', 'thermojeans herren', 'dsquared jeans herren', 'tommy hilfiger jeans herren', 'stretch jeans herren', 'bootcut jeans herren', 'levis 512 herren', 'jeans männer', 'mac jeans herren', 'mustang jeans herren', 'hilfiger jeans herren', 'jacob cohen jeans herren', 'cargo jeans herren', 'weiße jeans herren', 'tommy hilfiger hemd', 'lee jeans herren', 'jeans latzhose herren', 'ltb jeans herren', 'skinny jeans herren', 'levis 514 herren', 'pme legend cargohose', 'herren jeans stretch', 'herren jeans sale', 'männer jeans', 'motorradjeans herren', 'baggy jeans männer', 'tommy hilfiger daunenjacke herren', 'tommy hilfiger jacken herren', 'calvin klein jeans herren', 'schlupfjeans herren', 'tommy hilfiger hemd herren', 'tommy hilfiger herren jacke', 'breite jeans herren', 'brax cadiz', 'carhartt jeans herren', 'true religion jeans herren', 'tom tailor jeans herren', 'jeans hose herren', 'hugo boss jeans herren', 'thermo jeans herren', ""levi's 502 herren"", 'jeansweste herren', 'jack and jones hosen', 'jack and jones jeans herren', 'mavi jeans herren']"
